,id,act,person,dialogue,4,5
46,46,ACT 1,HORATIO.," That can I; At least, the whisper goes so. Our last King,Whose image even but now appear’d to us, Was, as you know, byFortinbras of Norway, Thereto prick’d on by a most emulate pride, Dar’dto the combat; in which our valiant Hamlet, For so this side of ourknown world esteem’d him, Did slay this Fortinbras; who by a seal’dcompact, Well ratified by law and heraldry, Did forfeit, with his life,all those his lands Which he stood seiz’d of, to the conqueror; Againstthe which, a moiety competent Was gaged by our King; which had return’dTo the inheritance of Fortinbras, Had he been vanquisher; as by thesame cov’nant And carriage of the article design’d, His fell to Hamlet.Now, sir, young Fortinbras, Of unimproved mettle, hot and full, Hath inthe skirts of Norway, here and there, Shark’d up a list of lawlessresolutes, For food and diet, to some enterprise That hath a stomachin’t; which is no other, As it doth well appear unto our state, But torecover of us by strong hand And terms compulsatory, those foresaidlands So by his father lost. And this, I take it, Is the main motive ofour preparations, The source of this our watch, and the chief head Ofthis post-haste and rummage in the land.",POSITIVE,0.831893265247345
47,47,ACT 1,BARNARDO., I think it be no other but e’en so: Well may it sort thatthis portentous figure Comes armed through our watch so like the KingThat was and is the question of these wars.,NEGATIVE,0.9161736965179443
48,48,ACT 1,HORATIO.," A mote it is to trouble the mind’s eye. In the most high andpalmy state of Rome, A little ere the mightiest Julius fell, The gravesstood tenantless and the sheeted dead Did squeak and gibber in theRoman streets; As stars with trains of fire and dews of blood,Disasters in the sun; and the moist star, Upon whose influenceNeptune’s empire stands, Was sick almost to doomsday with eclipse. Andeven the like precurse of fierce events, As harbingers preceding stillthe fates And prologue to the omen coming on, Have heaven and earthtogether demonstrated Unto our climatures and countrymen. Re-enter Ghost.But, soft, behold! Lo, where it comes again! I’ll cross it, though itblast me. Stay, illusion! If thou hast any sound, or use of voice,Speak to me. If there be any good thing to be done, That may to thee doease, and grace to me, Speak to me. If thou art privy to thy country’sfate, Which, happily, foreknowing may avoid, O speak! Or if thou hastuphoarded in thy life Extorted treasure in the womb of earth, Forwhich, they say, you spirits oft walk in death, Speak of it. Stay, andspeak! [_The cock crows._]Stop it, Marcellus!",NEGATIVE,0.9760932922363281
49,49,ACT 1,MARCELLUS., Shall I strike at it with my partisan?,NEGATIVE,0.7771903276443481
50,50,ACT 1,HORATIO.," Do, if it will not stand.",NEGATIVE,0.9723556041717529
51,51,ACT 1,BARNARDO., ’Tis here!,POSITIVE,0.9961180686950684
52,52,ACT 1,HORATIO., ’Tis here! [_Exit Ghost._],NEGATIVE,0.9648499488830566
53,53,ACT 1,MARCELLUS.," ’Tis gone! We do it wrong, being so majestical, To offer itthe show of violence, For it is as the air, invulnerable, And our vainblows malicious mockery.",NEGATIVE,0.9798187017440796
54,54,ACT 1,BARNARDO.," It was about to speak, when the cock crew.",NEGATIVE,0.855758011341095
55,55,ACT 1,HORATIO.," And then it started, like a guilty thing Upon a fearfulsummons. I have heard The cock, that is the trumpet to the morn, Dothwith his lofty and shrill-sounding throat Awake the god of day; and athis warning, Whether in sea or fire, in earth or air, Th’extravagantand erring spirit hies To his confine. And of the truth herein Thispresent object made probation.",NEGATIVE,0.9969834685325623
56,56,ACT 1,MARCELLUS.," It faded on the crowing of the cock. Some say that ever’gainst that season comes Wherein our Saviour’s birth is celebrated,The bird of dawning singeth all night long; And then, they say, nospirit dare stir abroad, The nights are wholesome, then no planetsstrike, No fairy takes, nor witch hath power to charm; So hallow’d andso gracious is the time.",NEGATIVE,0.9370312094688416
57,57,ACT 1,HORATIO.," So have I heard, and do in part believe it. But look, the mornin russet mantle clad, Walks o’er the dew of yon high eastward hill.Break we our watch up, and by my advice, Let us impart what we haveseen tonight Unto young Hamlet; for upon my life, This spirit, dumb tous, will speak to him. Do you consent we shall acquaint him with it, Asneedful in our loves, fitting our duty?",POSITIVE,0.8958672285079956
58,58,ACT 1,MARCELLUS.," Let’s do’t, I pray, and I this morning know Where we shallfind him most conveniently. [_Exeunt._]SCENE II. Elsinore. A room of state in the Castle. Enter Claudius King of Denmark, Gertrude the Queen, Hamlet, Polonius, Laertes, Voltemand, Cornelius, Lords and Attendant.",POSITIVE,0.9635391235351562
59,59,ACT 1,KING.," Though yet of Hamlet our dear brother’s death The memory begreen, and that it us befitted To bear our hearts in grief, and ourwhole kingdom To be contracted in one brow of woe; Yet so far hathdiscretion fought with nature That we with wisest sorrow think on him,Together with remembrance of ourselves. Therefore our sometime sister,now our queen, Th’imperial jointress to this warlike state, Have we, as’twere with a defeated joy, With one auspicious and one dropping eye,With mirth in funeral, and with dirge in marriage, In equal scaleweighing delight and dole, Taken to wife; nor have we herein barr’dYour better wisdoms, which have freely gone With this affair along. Forall, our thanks. Now follows, that you know young Fortinbras, Holding aweak supposal of our worth, Or thinking by our late dear brother’sdeath Our state to be disjoint and out of frame, Colleagued with thisdream of his advantage, He hath not fail’d to pester us with message,Importing the surrender of those lands Lost by his father, with allbonds of law, To our most valiant brother. So much for him. Now forourself and for this time of meeting: Thus much the business is: wehave here writ To Norway, uncle of young Fortinbras, Who, impotent andbed-rid, scarcely hears Of this his nephew’s purpose, to suppress Hisfurther gait herein; in that the levies, The lists, and fullproportions are all made Out of his subject: and we here dispatch You,good Cornelius, and you, Voltemand, For bearers of this greeting to oldNorway, Giving to you no further personal power To business with theKing, more than the scope Of these dilated articles allow. Farewell;and let your haste commend your duty.CORNELIUS and VOLTEMAND. In that, and all things, will we show ourduty.",POSITIVE,0.7554000020027161
60,60,ACT 1,KING.," We doubt it nothing: heartily farewell. [_Exeunt Voltemand and Cornelius._]And now, Laertes, what’s the news with you? You told us of some suit.What is’t, Laertes? You cannot speak of reason to the Dane, And loseyour voice. What wouldst thou beg, Laertes, That shall not be my offer,not thy asking? The head is not more native to the heart, The hand moreinstrumental to the mouth, Than is the throne of Denmark to thy father.What wouldst thou have, Laertes?",NEGATIVE,0.9984253644943237
61,61,ACT 1,LAERTES.," Dread my lord, Your leave and favour to return to France, Fromwhence though willingly I came to Denmark To show my duty in yourcoronation; Yet now I must confess, that duty done, My thoughts andwishes bend again toward France, And bow them to your gracious leaveand pardon.",NEGATIVE,0.841638445854187
62,62,ACT 1,KING., Have you your father’s leave? What says Polonius?,NEGATIVE,0.960232675075531
63,63,ACT 1,POLONIUS.," He hath, my lord, wrung from me my slow leave By laboursomepetition; and at last Upon his will I seal’d my hard consent. I dobeseech you give him leave to go.",POSITIVE,0.5985648036003113
64,64,ACT 1,KING.," Take thy fair hour, Laertes; time be thine, And thy best gracesspend it at thy will! But now, my cousin Hamlet, and my son—",POSITIVE,0.9332175850868225
65,65,ACT 1,HAMLET.," [_Aside._] A little more than kin, and less than kind.",NEGATIVE,0.9982693195343018
66,66,ACT 1,KING., How is it that the clouds still hang on you?,NEGATIVE,0.9891520738601685
67,67,ACT 1,HAMLET.," Not so, my lord, I am too much i’ the sun.",NEGATIVE,0.9294026494026184
68,68,ACT 1,QUEEN.," Good Hamlet, cast thy nighted colour off, And let thine eye looklike a friend on Denmark. Do not for ever with thy vailed lids Seek forthy noble father in the dust. Thou know’st ’tis common, all that livesmust die, Passing through nature to eternity.",POSITIVE,0.8954520225524902
69,69,ACT 1,HAMLET.," Ay, madam, it is common.",POSITIVE,0.8183326125144958
70,70,ACT 1,QUEEN.," If it be, Why seems it so particular with thee?",NEGATIVE,0.9418888688087463
71,71,ACT 1,HAMLET.," Seems, madam! Nay, it is; I know not seems. ’Tis not alone myinky cloak, good mother, Nor customary suits of solemn black, Nor windysuspiration of forc’d breath, No, nor the fruitful river in the eye,Nor the dejected haviour of the visage, Together with all forms, moods,shows of grief, That can denote me truly. These indeed seem, For theyare actions that a man might play; But I have that within which passethshow; These but the trappings and the suits of woe.",NEGATIVE,0.9944795370101929
72,72,ACT 1,KING.," ’Tis sweet and commendable in your nature, Hamlet, To give thesemourning duties to your father; But you must know, your father lost afather, That father lost, lost his, and the survivor bound In filialobligation, for some term To do obsequious sorrow. But to persevere Inobstinate condolement is a course Of impious stubbornness. ’Tis unmanlygrief, It shows a will most incorrect to heaven, A heart unfortified, amind impatient, An understanding simple and unschool’d; For what weknow must be, and is as common As any the most vulgar thing to sense,Why should we in our peevish opposition Take it to heart? Fie, ’tis afault to heaven, A fault against the dead, a fault to nature, To reasonmost absurd, whose common theme Is death of fathers, and who still hathcried, From the first corse till he that died today, ‘This must be so.’We pray you throw to earth This unprevailing woe, and think of us As ofa father; for let the world take note You are the most immediate to ourthrone, And with no less nobility of love Than that which dearestfather bears his son Do I impart toward you. For your intent In goingback to school in Wittenberg, It is most retrograde to our desire: Andwe beseech you bend you to remain Here in the cheer and comfort of oureye, Our chiefest courtier, cousin, and our son.",NEGATIVE,0.8748806715011597
73,73,ACT 1,QUEEN.," Let not thy mother lose her prayers, Hamlet. I pray thee staywith us; go not to Wittenberg.",POSITIVE,0.5514907836914062
74,74,ACT 1,HAMLET.," I shall in all my best obey you, madam.",POSITIVE,0.9701569080352783
75,75,ACT 1,KING.," Why, ’tis a loving and a fair reply. Be as ourself in Denmark.Madam, come; This gentle and unforc’d accord of Hamlet Sits smiling tomy heart; in grace whereof, No jocund health that Denmark drinks todayBut the great cannon to the clouds shall tell, And the King’s rouse theheaven shall bruit again, Re-speaking earthly thunder. Come away. [_Exeunt all but Hamlet._]",POSITIVE,0.9912990927696228
76,76,ACT 1,HAMLET.," O that this too too solid flesh would melt, Thaw, and resolveitself into a dew! Or that the Everlasting had not fix’d His canon’gainst self-slaughter. O God! O God! How weary, stale, flat, andunprofitable Seem to me all the uses of this world! Fie on’t! Oh fie!’tis an unweeded garden That grows to seed; things rank and gross innature Possess it merely. That it should come to this! But two monthsdead—nay, not so much, not two: So excellent a king; that was to thisHyperion to a satyr; so loving to my mother, That he might not beteemthe winds of heaven Visit her face too roughly. Heaven and earth! MustI remember? Why, she would hang on him As if increase of appetite hadgrown By what it fed on; and yet, within a month— Let me not thinkon’t—Frailty, thy name is woman! A little month, or ere those shoeswere old With which she followed my poor father’s body Like Niobe, alltears.—Why she, even she— O God! A beast that wants discourse of reasonWould have mourn’d longer,—married with mine uncle, My father’sbrother; but no more like my father Than I to Hercules. Within a month?Ere yet the salt of most unrighteous tears Had left the flushing in hergalled eyes, She married. O most wicked speed, to post With suchdexterity to incestuous sheets! It is not, nor it cannot come to good.But break my heart, for I must hold my tongue. Enter Horatio, Marcellus and Barnardo.",NEGATIVE,0.9999815225601196
77,77,ACT 1,HORATIO., Hail to your lordship!,POSITIVE,0.9959028363227844
78,78,ACT 1,HAMLET.," I am glad to see you well: Horatio, or I do forget myself.",POSITIVE,0.989151120185852
79,79,ACT 1,HORATIO.," The same, my lord, And your poor servant ever.",NEGATIVE,0.8955368399620056
80,80,ACT 1,HAMLET.," Sir, my good friend; I’ll change that name with you: And whatmake you from Wittenberg, Horatio?— Marcellus?",NEGATIVE,0.8882461190223694
81,81,ACT 1,MARCELLUS., My good lord.,POSITIVE,0.9014085531234741
82,82,ACT 1,HAMLET.," I am very glad to see you.—Good even, sir.— But what, in faith,make you from Wittenberg?",POSITIVE,0.974621593952179
83,83,ACT 1,HORATIO.," A truant disposition, good my lord.",NEGATIVE,0.9987291693687439
84,84,ACT 1,HAMLET.," I would not hear your enemy say so; Nor shall you do my earthat violence, To make it truster of your own report Against yourself.I know you are no truant. But what is your affair in Elsinore? We’llteach you to drink deep ere you depart.",NEGATIVE,0.9865356087684631
85,85,ACT 1,HORATIO.," My lord, I came to see your father’s funeral.",NEGATIVE,0.808605432510376
86,86,ACT 1,HAMLET.," I prithee do not mock me, fellow-student. I think it was to seemy mother’s wedding.",POSITIVE,0.9959061145782471
87,87,ACT 1,HORATIO.," Indeed, my lord, it follow’d hard upon.",NEGATIVE,0.616723895072937
88,88,ACT 1,HAMLET.," Thrift, thrift, Horatio! The funeral bak’d meats Did coldlyfurnish forth the marriage tables. Would I had met my dearest foe inheaven Or ever I had seen that day, Horatio. My father,—methinks I seemy father.",NEGATIVE,0.7131752967834473
89,89,ACT 1,HORATIO.," Where, my lord?",NEGATIVE,0.9962316155433655
90,90,ACT 1,HAMLET.," In my mind’s eye, Horatio.",POSITIVE,0.9923883080482483
91,91,ACT 1,HORATIO., I saw him once; he was a goodly king.,POSITIVE,0.9862365126609802
92,92,ACT 1,HAMLET.," He was a man, take him for all in all, I shall not look uponhis like again.",POSITIVE,0.9621050357818604
93,93,ACT 1,HORATIO.," My lord, I think I saw him yesternight.",POSITIVE,0.9881401062011719
94,94,ACT 1,HAMLET., Saw? Who?,NEGATIVE,0.9980229139328003
95,95,ACT 1,HORATIO.," My lord, the King your father.",POSITIVE,0.8708849549293518
96,96,ACT 1,HAMLET., The King my father!,POSITIVE,0.998342752456665
97,97,ACT 1,HORATIO.," Season your admiration for a while With an attent ear, till Imay deliver Upon the witness of these gentlemen This marvel to you.",POSITIVE,0.9890869855880737
98,98,ACT 1,HAMLET., For God’s love let me hear.,POSITIVE,0.9619339108467102
99,99,ACT 1,HORATIO.," Two nights together had these gentlemen, Marcellus andBarnardo, on their watch In the dead waste and middle of the night,Been thus encounter’d. A figure like your father, Armed at pointexactly, cap-à-pie, Appears before them, and with solemn march Goesslow and stately by them: thrice he walk’d By their oppress’d andfear-surprised eyes, Within his truncheon’s length; whilst they,distill’d Almost to jelly with the act of fear, Stand dumb, and speaknot to him. This to me In dreadful secrecy impart they did, And I withthem the third night kept the watch, Where, as they had deliver’d, bothin time, Form of the thing, each word made true and good, Theapparition comes. I knew your father; These hands are not more like.",NEGATIVE,0.9828742742538452
100,100,ACT 1,HAMLET., But where was this?,NEGATIVE,0.9757277965545654
101,101,ACT 1,MARCELLUS.," My lord, upon the platform where we watch.",POSITIVE,0.9866231083869934
102,102,ACT 1,HAMLET., Did you not speak to it?,NEGATIVE,0.9844146966934204
103,103,ACT 1,HORATIO.," My lord, I did; But answer made it none: yet once methought Itlifted up it head, and did address Itself to motion, like as it wouldspeak. But even then the morning cock crew loud, And at the sound itshrunk in haste away, And vanish’d from our sight.",NEGATIVE,0.9893516898155212
104,104,ACT 1,HAMLET., ’Tis very strange.,NEGATIVE,0.9978113770484924
105,105,ACT 1,HORATIO.," As I do live, my honour’d lord, ’tis true; And we did think itwrit down in our duty To let you know of it.",POSITIVE,0.937024712562561
106,106,ACT 1,HAMLET.," Indeed, indeed, sirs, but this troubles me. Hold you the watchtonight?",NEGATIVE,0.9080122709274292
107,107,ACT 1,BARNARDO.,"Mar. and  We do, my lord.",POSITIVE,0.9788332581520081
108,108,ACT 1,HAMLET.," Arm’d, say you?Both. Arm’d, my lord.",NEGATIVE,0.5444815158843994
109,109,ACT 1,HAMLET., From top to toe?,NEGATIVE,0.9945539236068726
110,110,ACT 1,BOTH.," My lord, from head to foot.",NEGATIVE,0.6805015206336975
111,111,ACT 1,HAMLET., Then saw you not his face?,NEGATIVE,0.9936273097991943
112,112,ACT 1,HORATIO.," O yes, my lord, he wore his beaver up.",POSITIVE,0.689995527267456
113,113,ACT 1,HAMLET.," What, look’d he frowningly?",NEGATIVE,0.9988142251968384
114,114,ACT 1,HORATIO., A countenance more in sorrow than in anger.,NEGATIVE,0.6581522822380066
115,115,ACT 1,HAMLET.," Pale, or red?",NEGATIVE,0.9955840706825256
116,116,ACT 1,HORATIO.," Nay, very pale.",NEGATIVE,0.999841570854187
117,117,ACT 1,HAMLET., And fix’d his eyes upon you?,POSITIVE,0.9653631448745728
118,118,ACT 1,HORATIO., Most constantly.,POSITIVE,0.9735156297683716
119,119,ACT 1,HAMLET., I would I had been there.,NEGATIVE,0.5003736019134521
120,120,ACT 1,HORATIO., It would have much amaz’d you.,NEGATIVE,0.9942079782485962
121,121,ACT 1,HAMLET.," Very like, very like. Stay’d it long?",POSITIVE,0.9625105857849121
122,122,ACT 1,HORATIO., While one with moderate haste might tell a hundred.,NEGATIVE,0.8754608631134033
123,123,ACT 1,BARNARDO.,"MARCELLUS and  Longer, longer.",POSITIVE,0.6626937389373779
124,124,ACT 1,HORATIO., Not when I saw’t.,NEGATIVE,0.9941192865371704
125,125,ACT 1,HAMLET.," His beard was grizzled, no?",NEGATIVE,0.9992591738700867
126,126,ACT 1,HORATIO.," It was, as I have seen it in his life, A sable silver’d.",POSITIVE,0.9911559820175171
127,127,ACT 1,HAMLET., I will watch tonight; Perchance ’twill walk again.,POSITIVE,0.999409556388855
128,128,ACT 1,HORATIO., I warrant you it will.,POSITIVE,0.9934998750686646
129,129,ACT 1,HAMLET.," If it assume my noble father’s person, I’ll speak to it, thoughhell itself should gape And bid me hold my peace. I pray you all, Ifyou have hitherto conceal’d this sight, Let it be tenable in yoursilence still; And whatsoever else shall hap tonight, Give it anunderstanding, but no tongue. I will requite your loves. So, fare yewell. Upon the platform ’twixt eleven and twelve, I’ll visit you.",NEGATIVE,0.5124682784080505
130,130,ACT 1,ALL., Our duty to your honour.,POSITIVE,0.9903733730316162
131,131,ACT 1,HAMLET.," Your loves, as mine to you: farewell. [_Exeunt Horatio, Marcellus and Barnardo._]My father’s spirit in arms! All is not well; I doubt some foul play:would the night were come! Till then sit still, my soul: foul deedswill rise, Though all the earth o’erwhelm them, to men’s eyes. [_Exit._]SCENE III. A room in Polonius’s house. Enter Laertes and Ophelia.",NEGATIVE,0.9916310906410217
132,132,ACT 1,LAERTES.," My necessaries are embark’d. Farewell. And, sister, as thewinds give benefit And convoy is assistant, do not sleep, But let mehear from you.",POSITIVE,0.5725576281547546
133,133,ACT 1,OPHELIA., Do you doubt that?,POSITIVE,0.994255006313324
134,134,ACT 1,LAERTES.," For Hamlet, and the trifling of his favour, Hold it a fashionand a toy in blood; A violet in the youth of primy nature, Forward, notpermanent, sweet, not lasting; The perfume and suppliance of a minute;No more.",NEGATIVE,0.9430522322654724
135,135,ACT 1,OPHELIA., No more but so?,POSITIVE,0.9381499886512756
136,136,ACT 1,LAERTES.," Think it no more. For nature crescent does not grow alone Inthews and bulk; but as this temple waxes, The inward service of themind and soul Grows wide withal. Perhaps he loves you now, And now nosoil nor cautel doth besmirch The virtue of his will; but you mustfear, His greatness weigh’d, his will is not his own; For he himself issubject to his birth: He may not, as unvalu’d persons do, Carve forhimself; for on his choice depends The sanctity and health of thiswhole state; And therefore must his choice be circumscrib’d Unto thevoice and yielding of that body Whereof he is the head. Then if he sayshe loves you, It fits your wisdom so far to believe it As he in hisparticular act and place May give his saying deed; which is no furtherThan the main voice of Denmark goes withal. Then weigh what loss yourhonour may sustain If with too credent ear you list his songs, Or loseyour heart, or your chaste treasure open To his unmaster’d importunity.Fear it, Ophelia, fear it, my dear sister; And keep you in the rear ofyour affection, Out of the shot and danger of desire. The chariest maidis prodigal enough If she unmask her beauty to the moon. Virtue itselfscopes not calumnious strokes: The canker galls the infants of thespring Too oft before their buttons be disclos’d, And in the morn andliquid dew of youth Contagious blastments are most imminent. Be warythen, best safety lies in fear. Youth to itself rebels, though noneelse near.",NEGATIVE,0.7930355668067932
137,137,ACT 1,OPHELIA.," I shall th’effect of this good lesson keep As watchman to myheart. But good my brother, Do not as some ungracious pastors do, Showme the steep and thorny way to heaven; Whilst like a puff’d andreckless libertine Himself the primrose path of dalliance treads, Andrecks not his own rede.",NEGATIVE,0.9924864768981934
138,138,ACT 1,LAERTES.," O, fear me not. I stay too long. But here my father comes. Enter Polonius.A double blessing is a double grace; Occasion smiles upon a secondleave.",POSITIVE,0.9593840837478638
139,139,ACT 1,POLONIUS.," Yet here, Laertes? Aboard, aboard, for shame. The wind sitsin the shoulder of your sail, And you are stay’d for. There, myblessing with you. [_Laying his hand on Laertes’s head._]And these few precepts in thy memory Look thou character. Give thythoughts no tongue, Nor any unproportion’d thought his act. Be thoufamiliar, but by no means vulgar. Those friends thou hast, and theiradoption tried, Grapple them unto thy soul with hoops of steel; But donot dull thy palm with entertainment Of each new-hatch’d, unfledg’dcomrade. Beware Of entrance to a quarrel; but being in, Bear’t thatth’opposed may beware of thee. Give every man thine ear, but few thyvoice: Take each man’s censure, but reserve thy judgment. Costly thyhabit as thy purse can buy, But not express’d in fancy; rich, notgaudy: For the apparel oft proclaims the man; And they in France of thebest rank and station Are of a most select and generous chief in that.Neither a borrower nor a lender be: For loan oft loses both itself andfriend; And borrowing dulls the edge of husbandry. This above all: tothine own self be true; And it must follow, as the night the day, Thoucanst not then be false to any man. Farewell: my blessing season thisin thee.",POSITIVE,0.9016703367233276
140,140,ACT 1,LAERTES.," Most humbly do I take my leave, my lord.",NEGATIVE,0.6498105525970459
141,141,ACT 1,POLONIUS.," The time invites you; go, your servants tend.",POSITIVE,0.9807072281837463
142,142,ACT 1,LAERTES.," Farewell, Ophelia, and remember well What I have said to you.",NEGATIVE,0.8635754585266113
143,143,ACT 1,OPHELIA.," ’Tis in my memory lock’d, And you yourself shall keep the keyof it.",POSITIVE,0.9924221634864807
144,144,ACT 1,LAERTES., Farewell. [_Exit._],NEGATIVE,0.9992751479148865
145,145,ACT 1,POLONIUS.," What is’t, Ophelia, he hath said to you?",POSITIVE,0.8008970022201538
146,146,ACT 1,OPHELIA.," So please you, something touching the Lord Hamlet.",POSITIVE,0.9933307766914368
147,147,ACT 1,POLONIUS.," Marry, well bethought: ’Tis told me he hath very oft of lateGiven private time to you; and you yourself Have of your audience beenmost free and bounteous. If it be so,—as so ’tis put on me, And that inway of caution,—I must tell you You do not understand yourself soclearly As it behoves my daughter and your honour. What is between you?Give me up the truth.",POSITIVE,0.9500126838684082
148,148,ACT 1,OPHELIA.," He hath, my lord, of late made many tenders Of his affectionto me.",POSITIVE,0.9029278755187988
149,149,ACT 1,POLONIUS.," Affection! Pooh! You speak like a green girl, Unsifted insuch perilous circumstance. Do you believe his tenders, as you callthem?",POSITIVE,0.9123133420944214
150,150,ACT 1,OPHELIA.," I do not know, my lord, what I should think.",NEGATIVE,0.7664197683334351
151,151,ACT 1,POLONIUS.," Marry, I’ll teach you; think yourself a baby; That you haveta’en these tenders for true pay, Which are not sterling. Tenderyourself more dearly; Or,—not to crack the wind of the poor phrase,Roaming it thus,—you’ll tender me a fool.",NEGATIVE,0.6942475438117981
152,152,ACT 1,OPHELIA.," My lord, he hath importun’d me with love In honourablefashion.",POSITIVE,0.9829079508781433
153,153,ACT 1,POLONIUS.," Ay, fashion you may call it; go to, go to.",POSITIVE,0.960267961025238
